STORENAME,street_numb,STREET_ADD,address_combined,CITY,ST,ZIP,COUNTY,TYPE,SNAP
HA TIEN MARKET,892,MAIN STREET,892 MAIN STREET,WORCESTER,MA,1610,WORCESTER,LG,Yes
"HENRY'S QUIK PIK, INC",892,SOUTH STREET,892 SOUTH STREET,ROSLINDALE,MA,2131,SUFFOLK,CS,Yes
DENNIS FOOD MART,894,ROUTE 134,894 ROUTE 134,S DENNIS,MA,2660,BARNSTABLE,CS,Yes
TRADER JOE'S 510,899,BOYLSTON ST,899 BOYLSTON ST,BOSTON,MA,2115,SUFFOLK,SM,Yes
CVS PHARMACY 1876,900,COMMONWEALTH AVE,900 COMMONWEALTH AVE,BOSTON,MA,2215,SUFFOLK,CO,Yes
ARMARTA'S,901,SHAKER ROAD,901 SHAKER ROAD,LONGMEADOW,MA,1106,HAMPDEN,SM,Yes
PETROMAX,904,MAIN ST,904 MAIN ST,SOUTH BRIDGE,MA,1550,WORCESTER,CS,Yes
STOP & SHOP 776,905,MASSACHUSETTS AVENUE,905 MASSACHUSETTS AVENUE,ARLINGTON,MA,2474,MIDDLESEX,SM,Yes
Maranata Grocery,910,Dwight St,910 Dwight St,Holyoke,MA,1040,HAMPDEN,SG,Yes
WHOLE FOOD MARKET 10013,916,WALNUT STREET,916 WALNUT STREET,NEWTON HIGHLAND,MA,2461,MIDDLESEX,SS,Yes
BUDS VARIETY,916,WARREN AVENUE,916 WARREN AVENUE,BROCKTON,MA,2301,PLYMOUTH,CS,Yes
FLAT IRON VARIETY,917,PLYMOUTH AVE.,917 PLYMOUTH AVE.,FALL RIVER,MA,2721,BRISTOL,SG,Yes
PETERSONS MARKET,918,MAIN ST,918 MAIN ST,YARMOUTH PORT,MA,2675,BARNSTABLE,MG,Yes
APOLLO AJ'S MARKET INC,918,MORTON STREET,918 MORTON STREET,MATTAPAN,MA,2126,SUFFOLK,CS,Yes
MARS FARMERS MKT INC,926,CUMMINS HWY,926 CUMMINS HWY,MATTAPAN,MA,2126,SUFFOLK,SS,Yes
CVS Pharmacy 844,929,Main Street,929 Main Street,Walpole,MA,2081,NORFOLK,CS,Yes
B & A PRODUCE,930,BAY STREET,930 BAY STREET,SPRINGFIELD,MA,1109,HAMPDEN,LG,Yes
S & H FUEL INC.,931,BENNINGTON ST.,931 BENNINGTON ST.,E. BOSTON,MA,2128,SUFFOLK,CO,Yes
SUPER STOP & SHOP 055,932,NORTH MONTELLO ST,932 NORTH MONTELLO ST,BROCKTON,MA,2301,PLYMOUTH,SM,Yes
BROOKS PHARMACY 334,933,PLEASANT STREET,933 PLEASANT STREET,FALL RIVER,MA,2723,BRISTOL,CO,Yes
HECTOR'S MINI MARKET,935,WORTHINGTON STREET,935 WORTHINGTON STREET,SPRINGFIELD,MA,1105,HAMPDEN,CS,Yes
STOP & SHOP 094,935,RIVERDALE ROAD,935 RIVERDALE ROAD,W SPRINGFIELD,MA,1089,HAMPDEN,SM,Yes
STORE 24 229,936,BROADWAY,936 BROADWAY,CHELSEA,MA,2150,SUFFOLK,CS,Yes
WALGREENS 09152,937,W BOYLSTON ST,937 W BOYLSTON ST,WORCESTER,MA,1606,WORCESTER,CO,Yes
FITCHBURG VARIETY,938,WATER ST,938 WATER ST,FITCHBURG,MA,1420,WORCESTER,CS,Yes
STOP & SHOP 085,940,WEST BOYLSTON STREET,940 WEST BOYLSTON STREET,WORCESTER,MA,1605,WORCESTER,SM,Yes
WORTHINGTON DISCOUNT LIQUORS CONV,941,WORTHINGTON STREET,941 WORTHINGTON STREET,SPRINGFIELD,MA,1105,HAMPDEN,CS,Yes
AMERICA'S FOOD BASKET,942,HYDE PARK AVE,942 HYDE PARK AVE,HYDE PARK,MA,2136,SUFFOLK,SS,Yes
Warren Cash Market,942,Main St,942 Main St,Warren,MA,1083,WORCESTER,SG,Yes
BIG BUNNY MARKET INC,942,MAIN ST,942 MAIN ST,SOUTHBRIDGE,MA,1550,WORCESTER,SS,Yes
Mercedes Market,944,Broadway,944 Broadway,CHELSEA,MA,2150,SUFFOLK,SG,Yes
Cappys Convenience Store,949,Dorchester Ave,949 Dorchester Ave,Dorchester,MA,2125,SUFFOLK,CS,Yes
STOP & SHOP 079,949,GRAFTON STREET,949 GRAFTON STREET,WORCESTER,MA,1613,WORCESTER,SM,Yes
STOP & SHOP 431,950,AMERICAN LEGION HIGHWAY,950 AMERICAN LEGION HIGHWAY,ROSLINDALE,MA,2131,SUFFOLK,SM,Yes
WALGREENS 4729,951,PROVIDENCE HIGHWAY,951 PROVIDENCE HIGHWAY,NORWOOD,MA,2062,NORFOLK,CO,Yes
TEDESCHI FOOD SHOPS 043,951,BROCK AVENUE,951 BROCK AVENUE,NEW BEDFORD,MA,2744,BRISTOL,CS,Yes
DORCHESTER MARKET,951,DORCHESTER AVE,951 DORCHESTER AVE,BOSTON,MA,2125,SUFFOLK,MG,Yes
WHEELER CONVENIENCE STORE,954,STATE ST,954 STATE ST,SPRINGFIELD,MA,1109,HAMPDEN,SG,Yes
TRADER JOE'S 504,958,HIGHLAND AVENUE,958 HIGHLAND AVENUE,NEEDHAM HEIGHTS,MA,2494,NORFOLK,SM,Yes
TEDESCHI FOOD SHOPS 216,964,RT 28 & 134,964 RT 28 & 134,W DENNIS,MA,2670,BARNSTABLE,CS,Yes
Las Americas Market,970,Blue Hill Ave,970 Blue Hill Ave,Dorchester,MA,2124,SUFFOLK,SG,Yes
LI'L PEACH 470,970,GORHAM ST,970 GORHAM ST,LOWELL,MA,1852,MIDDLESEX,CS,Yes
CVS PHARMACY 488,970,SAINT JAMES AVENUE,970 SAINT JAMES AVENUE,SPRINGFIELD,MA,1104,HAMPDEN,CO,Yes
PETERS PACKAGE STORE MINI MART,971,RODMAN STREET,971 RODMAN STREET,FALL RIVER,MA,2721,BRISTOL,CS,Yes
WALGREENS 01849,972,AMERICAN LEGION HWY,972 AMERICAN LEGION HWY,ROSLINDALE,MA,2131,SUFFOLK,CO,Yes
STORE 24,973,MAIN ST,973 MAIN ST,WORCESTER,MA,1610,WORCESTER,CS,Yes
CUMBERLAND FARMS 138,977,MAIN STREET,977 MAIN STREET,W SPRINGFIELD,MA,1089,HAMPDEN,CS,Yes
HANNAFORD FOOD & DRUG 12,977,MERRIAM AVE,977 MERRIAM AVE,LEOMINSTER,MA,1453,WORCESTER,SS,Yes
CVS Pharmacy 6505,978,Boyleston Street,978 Boyleston Street,Newton,MA,2464,MIDDLESEX,CO,Yes
CAMBIO LATINO,984,SARATOGA ST,984 SARATOGA ST,EAST BOSTON,MA,2128,SUFFOLK,CS,Yes
CUMBERLAND FARMS 2317,984,NORTH MAIN STREET,984 NORTH MAIN STREET,BROCKTON,MA,2301,PLYMOUTH,CS,Yes
MILANO IMPORTING INC,988,MAIN ST,988 MAIN ST,SPRINGFIELD,MA,1103,HAMPDEN,MG,Yes
RIVER STREET MINI MARKET,991,RIVER STREET,991 RIVER STREET,HYDE PARK,MA,2136,SUFFOLK,CS,Yes
NEIGHBORHOOD CONVENIENCE STORE,994,HYDE PARK AV,994 HYDE PARK AV,HYDE PARK,MA,2136,SUFFOLK,CS,Yes
BIG Y WORLD CLASS MARKET 65,999,PROVIDENCE HWY,999 PROVIDENCE HWY,WALPOLE,MA,2081,NORFOLK,SS,Yes
SANTIAGOS SUPERMARKET,1000,MAIN ST,1000 MAIN ST,WORCESTER,MA,1603,WORCESTER,SM,Yes
STOP & SHOP 70,1001,KING'S HIGHWAY,1001 KING'S HIGHWAY,NEW BEDFORD,MA,2745,BRISTOL,SM,Yes
CVS PHARMACY 969,1001,THORNDYKE ST,1001 THORNDYKE ST,PALMER,MA,1069,HAMPDEN,CO,Yes
D & D Convenience Store,1002,Dorchester Ave,1002 Dorchester Ave,Dorchester,MA,2125,SUFFOLK,CS,Yes
Cambridge Market LLC,1006,Cambridge St,1006 Cambridge St,Cambridge,MA,2141,MIDDLESEX,CS,Yes
TROPIC FOOD MARKET,1007,BLUE HILL AVENUE,1007 BLUE HILL AVENUE,DORCHESTER,MA,2124,SUFFOLK,SG,Yes
Mimi Market,1010,Main St,1010 Main St,Walpole,MA,2081,NORFOLK,CS,Yes
WALGREENS 3759,1010,BROADWAY STREET,1010 BROADWAY STREET,CHELSEA,MA,2150,SUFFOLK,CO,Yes
7-ELEVEN 30214F,1011,MAIN ST/ RT 28,1011 MAIN ST/ RT 28,BASS RIVER,MA,2664,BARNSTABLE,CS,Yes
XTRA MART 7855,1012,BEDFORD STREET,1012 BEDFORD STREET,FALL RIVER,MA,2723,BRISTOL,CS,Yes
ORIENT HEIGHTS FOOD MART,1016,BENNINGTON ST,1016 BENNINGTON ST,EAST BOSTON,MA,2128,SUFFOLK,CS,Yes
7-ELEVEN #32484A,1018,EASTERN AVE.,1018 EASTERN AVE.,MALDEN,MA,2148,MIDDLESEX,CS,Yes
GUIDO'S QUAL FRUIT/PRODUCE,1020,SOUTH STREET,1020 SOUTH STREET,PITTSFIELD,MA,1201,BERKSHIRE,SS,Yes
BROOKS #332 PHARMACY 250,1024,S MAIN STREET,1024 S MAIN STREET,FALL RIVER,MA,2724,BRISTOL,CO,Yes
7 ELEVEN #33065A 3065,1024,COVE RD,1024 COVE RD,NEW BEDFORD,MA,2744,BRISTOL,CS,Yes
STOP & SHOP 047,1025,TRUMAN HIGHWAY,1025 TRUMAN HIGHWAY,HYDE PARK,MA,2136,SUFFOLK,SM,Yes
JOHNNIES FRESH MARKET 16,1026,BEACON ST,1026 BEACON ST,BROOKLINE,MA,2445,NORFOLK,SS,Yes
CVS PHARMACY 2200,1030,PUTNAM AVE,1030 PUTNAM AVE,MARSTONS MILLS,MA,2648,BARNSTABLE,CO,Yes
SAM'S FOOD STORES 1073,1031,CHICOPEE ST,1031 CHICOPEE ST,CHICOPEE,MA,1013,HAMPDEN,CS,Yes
BROOKS PHARMACY 356,1031,MAIN ST,1031 MAIN ST,CLINTON,MA,1510,WORCESTER,CO,Yes
7-ELEVEN 32449B,1040,NORTH MAIN STREET,1040 NORTH MAIN STREET,FALL RIVER,MA,2720,BRISTOL,CS,Yes
Celinas Market,1041,N Main St,1041 N Main St,Brockton,MA,2301,PLYMOUTH,SG,Yes
A & A Market,1042,Mass Ave,1042 Mass Ave,Arlington,MA,2476,MIDDLESEX,CS,Yes
PHU CUONG MARKET,1051,DORCHESTER AV,1051 DORCHESTER AV,DORCHESTER,MA,2125,SUFFOLK,MG,Yes
PRIDE CONVENIENCE,1053,THORNDIKE ST,1053 THORNDIKE ST,PALMER,MA,1069,HAMPDEN,CS,Yes
PENA'S MARKET,1053,TREMONT STREET,1053 TREMONT STREET,BOSTON,MA,2120,SUFFOLK,SG,Yes
Crossroads Marketplace,1060,Main St,1060 Main St,LEICESTER,MA,1524,WORCESTER,MG,Yes
SHAW'S SUPERMARKET 7588/565,1065,COMMONWEALTH AVE,1065 COMMONWEALTH AVE,BOSTON,MA,2215,SUFFOLK,SS,Yes
SHAW'S SUPERMARKET # 7598/579 759,1070,IYANOUGH ROAD,1070 IYANOUGH ROAD,HYANNIS,MA,2601,BARNSTABLE,SS,Yes
DIANA MARKET,1070,HYDE PARK AVE.,1070 HYDE PARK AVE.,HYDE PARK,MA,2136,SUFFOLK,CS,Yes
SHAW'S SUPERMARKETS 7569/513,1070,LEXINGTON ST,1070 LEXINGTON ST,WALTHAM,MA,2452,MIDDLESEX,SS,Yes
BUTCHER BOY MARKET INC,1077,OSGOOD,1077 OSGOOD,NORTH ANDOVER,MA,1845,ESSEX,SS,Yes
XTRA MART PALMER 7365,1078,PARK AVENUE,1078 PARK AVENUE,PALMER,MA,1069,HAMPDEN,CS,Yes
DAD'S VARIETY STORE,1081,STATE STREET,1081 STATE STREET,SPRINGFIELD,MA,1109,HAMPDEN,SG,Yes
FALL RIVER SHELL,1082,N MAIN ST,1082 N MAIN ST,FALL RIVER,MA,2720,BRISTOL,CO,Yes
B & A BARGAIN STORE,1089,DORCHESTER AVENUE,1089 DORCHESTER AVENUE,DORCHESTER,MA,2125,SUFFOLK,SG,Yes
BIG Y STORE 01,1090,ST JAMES AVE,1090 ST JAMES AVE,SPRINGFIELD,MA,1104,HAMPDEN,SS,Yes
NASON'S QUICK MART,1092,LAKEVIEW AVE,1092 LAKEVIEW AVE,DRACUT,MA,1826,MIDDLESEX,CS,Yes
"SUPER 88 MARKET II, INC",1095,COMMONWEALTH AVE,1095 COMMONWEALTH AVE,ALLSTON,MA,2134,SUFFOLK,SS,Yes
Omi Oriental Grocery Store,1096,Main St,1096 Main St,Springfield,MA,1103,HAMPDEN,SG,Yes
BROOKS #19 PHARMACY 19,1099,WASHINGTON STREET,1099 WASHINGTON STREET,SOUTH ATTLEBORO,MA,2703,BRISTOL,CO,Yes
Stop & Shop Supermarket 429,1100,MASSACHUSETTS AVE,1100 MASSACHUSETTS AVE,DORCHESTER,MA,2122,SUFFOLK,SM,Yes
Roche Bros Supermarkets Inc,1100,Union St,1100 Union St,Westborough,MA,1581,WORCESTER,SM,Yes
SAVE-A-LOT LTD 817,1100,REVER BEACH PARKWAY,1100 REVER BEACH PARKWAY,CHELSEA,MA,2150,SUFFOLK,SM,Yes
BROOKS PHARMACY 537,1100,DORCHESTER AV,1100 DORCHESTER AV,DORCHESTER,MA,2125,SUFFOLK,CO,Yes
SORIYA MARKET,1100,PLEASANT ST,1100 PLEASANT ST,FALL RIVER,MA,2723,BRISTOL,CS,Yes
DOLLAR TREE 3541,1101,BOSTON RD,1101 BOSTON RD,SPRINGFIELD,MA,1119,HAMPDEN,CO,Yes
WALGREEN'S 02977,1101,MAIN STREET,1101 MAIN STREET,BROCKTON,MA,2301,PLYMOUTH,CO,Yes
MINGS SUPERMARKET INC,1102,WASHINGTON ST,1102 WASHINGTON ST,BOSTON,MA,2118,SUFFOLK,SS,Yes
WALGREENS 06850,1103,KEMPTON ST,1103 KEMPTON ST,NEW BEDFORD,MA,2740,BRISTOL,CO,Yes
WALMART 1967,1105,BOSTON POST RD,1105 BOSTON POST RD,SPRINGFIELD,MA,1119,HAMPDEN,SM,Yes
PRICE RITE 347,1106,UNION STREET,1106 UNION STREET,W. SPRINGFIELD,MA,1089,HAMPDEN,SS,Yes
Express Gas Food Mart,1107,State St,1107 State St,Springfield,MA,1109,HAMPDEN,CS,Yes
SHAW'S SUPERMARKET 7692,1108,STATE RD,1108 STATE RD,S YARMOUTH,MA,2664,BARNSTABLE,SS,Yes
WILBRAHAM ROAD SHELL,1110,WILBRAHAM RD,1110 WILBRAHAM RD,SPRINGFIELD,MA,1109,HAMPDEN,CO,Yes
SAV MORE CITGO,1112,Bay St,1112 Bay St,SPRINGFIELD,MA,1109,HAMPDEN,CS,Yes
Sids Smoke Shop,1120,Washington St,1120 Washington St,Boston,MA,2118,SUFFOLK,CS,Yes
7-ELEVEN #27471A 27471,1120,NORTH SHORE DRIVE,1120 NORTH SHORE DRIVE,REVERE,MA,2151,SUFFOLK,CS,Yes
M & K SPA,1121,RODMAN ST,1121 RODMAN ST,FALL RIVER,MA,2721,BRISTOL,SG,Yes
TRADER JOE'S 509,1121,WASHINGTON ST,1121 WASHINGTON ST,WEST NEWTON,MA,2465,MIDDLESEX,SM,Yes
J&J FOOD AND DAIRY STORE,1121,STATE ST,1121 STATE ST,SPRINGFIELD,MA,1109,HAMPDEN,SG,Yes
KMART 4812,1130,NEWPORT AVE,1130 NEWPORT AVE,S ATTLEBORO,MA,2703,BRISTOL,SM,Yes
Joes Market,1132,Robeson St,1132 Robeson St,Fall River,MA,2720,BRISTOL,SG,Yes
"PRIDE CONVENIENCE, INC 6",1143,BERKSHIRE AVENUE,1143 BERKSHIRE AVENUE,SPRINGFIELD,MA,1104,HAMPDEN,MG,Yes
CVS PHARMACY 685,1145,KEMPTON ST,1145 KEMPTON ST,NEW BEDFORD,MA,2740,BRISTOL,CO,Yes
FERNANDEZ COUSIN GROCERY,1150,BLUE HILL AVE.,1150 BLUE HILL AVE.,MATTAPAN,MA,2126,SUFFOLK,CS,Yes
ATKINS FRUIT BOWL INC,1150,WEST STREET,1150 WEST STREET,AMHERST,MA,1002,HAMPSHIRE,SS,Yes
New Vien Dong Supermarket,1159,Dorchester Ave,1159 Dorchester Ave,Dorchester,MA,2125,SUFFOLK,LG,Yes
AMR'S NEIGHBORHOOD GROCERY,1165,BROADWAY,1165 BROADWAY,SOMERVILLE,MA,2144,MIDDLESEX,SG,Yes
ALBANO'S MARKET,1167,E COLUMBUS AVE,1167 E COLUMBUS AVE,SPRINGFIELD,MA,1105,HAMPDEN,SG,Yes
JERRY'S FOOD STORE #3,1172,LAWRENCE STREET,1172 LAWRENCE STREET,LOWELL,MA,1852,MIDDLESEX,MG,Yes
FLINT FOOD VARIETY,1174,PLEASANT ST,1174 PLEASANT ST,FALL RIVER,MA,2723,BRISTOL,SG,Yes
NEW CORNER VARIETY,1175,GRATTAN ST,1175 GRATTAN ST,CHICOPEE,MA,1013,HAMPDEN,CS,Yes
SHAW'S SUPERMARKET 7474/334,1175,MAIN ST,1175 MAIN ST,CLINTON,MA,1510,WORCESTER,SS,Yes
CVS PHARMACY 2339,1176,GRANBY RD,1176 GRANBY RD,CHICIPEE,MA,1020,HAMPDEN,CO,Yes
ROCHE BROS SUPERMARKET 209,1177,HIGHLAND AVE,1177 HIGHLAND AVE,NEEDHAM,MA,2492,NORFOLK,SS,Yes
SHAW'S SUPERMARKET 7432/173,1177,PROVIDENCE RD,1177 PROVIDENCE RD,WHITINSVILLE,MA,1588,WORCESTER,SS,Yes
GONZALEZ MARKET,1178,BLUEHILL AV,1178 BLUEHILL AV,MATTAPAN,MA,2126,SUFFOLK,SG,Yes
BIG Y STORE #20,1180,"THORNDIKE ST, RT. 32","1180 THORNDIKE ST, RT. 32",PALMER,MA,1069,HAMPDEN,SS,Yes
WALMART 2184,1180,FALL RIVER AVE,1180 FALL RIVER AVE,SEEKONK,MA,2771,BRISTOL,SM,Yes
Lucky Market,1187,N Main St,1187 N Main St,Randolph,MA,2368,NORFOLK,SG,Yes
STORE 24 32,1187,HYDE PARK AVENUE,1187 HYDE PARK AVENUE,HYDE PARK,MA,2136,SUFFOLK,CS,Yes
DOLLAR TREE 3018,1190,S WASHINGTON ST,1190 S WASHINGTON ST,N ATTLEBORO,MA,2760,BRISTOL,CO,Yes
CHRISTYS OF CAPE COD LLC 617,1196,SANDWICH RD,1196 SANDWICH RD,FALMOUTH,MA,2536,BARNSTABLE,CS,Yes
SHAW'S SUPERMARKET # 7402/102 740,1200,NEWPORT AVE,1200 NEWPORT AVE,S ATTLEBORO,MA,2703,BRISTOL,SS,Yes
TARGET 1190,1205,SO WASHINGTON ST,1205 SO WASHINGTON ST,NO ATTLEBORO,MA,2760,BRISTOL,SS,Yes
BROOKS #603 PHARMACY 603,1207,ACUSHNET AVENUE,1207 ACUSHNET AVENUE,NEW BEDFORD,MA,2746,BRISTOL,CO,Yes
PRIDE CONVENIENCE,1211,EAST COLUMBUS AVE,1211 EAST COLUMBUS AVE,SPRINGFIELD,MA,1105,HAMPDEN,CS,Yes
BEREZKA INTERNATIONAL FOOD STORE,1215,COMMONWEALTH AVE,1215 COMMONWEALTH AVE,ALLSTON,MA,2134,SUFFOLK,MG,Yes
FERNANDEZ LIQUOURS #2 & GROCERY,1216,BLUE HILL AVE,1216 BLUE HILL AVE,MATTAPAN,MA,2126,SUFFOLK,CS,Yes
LIL PEACH,1217,MAMMOTH RD,1217 MAMMOTH RD,DRACUT,MA,1826,MIDDLESEX,CS,Yes
STORE 24 14,1219,COMMONWEALTH AVENUE,1219 COMMONWEALTH AVENUE,ALLSTON,MA,2134,SUFFOLK,CS,Yes
PRIDE CONVENIENCE INC,1225,PARKER STREET,1225 PARKER STREET,SPRINGFIELD,MA,1129,HAMPDEN,CS,Yes
WALGREENS 2577,1228,BROADWAY,1228 BROADWAY,SAUGUS,MA,1906,ESSEX,CO,Yes
EZ Mart,1235,Washington St,1235 Washington St,E Weymouth,MA,2189,NORFOLK,CO,Yes
MARKET BASKET 02,1235,BRIDGE ST,1235 BRIDGE ST,LOWELL,MA,1850,MIDDLESEX,SS,Yes
STORE 24 #66,1237,PLEASANT ST,1237 PLEASANT ST,FALL RIVER,MA,2720,BRISTOL,CS,Yes
TEDESCHIS 440,1239,RIVER ST,1239 RIVER ST,HYDE PARK,MA,2136,SUFFOLK,CS,Yes
"CARRIBBEAN INTERNATIONAL MKT, INC",1240,WATER STREET,1240 WATER STREET,FITCHBURG,MA,1420,WORCESTER,SG,Yes
I & B Market,1244,River St,1244 River St,Hyde Park,MA,2136,SUFFOLK,SG,Yes
"PRIDE CONVENIENCE INC., 4",1247,RIVERDALE STREET,1247 RIVERDALE STREET,W SPRINGFIELD,MA,1089,HAMPDEN,MG,Yes
LAXMI GROCERY,1251,WORCESTER RD,1251 WORCESTER RD,FRAMINGHAM,MA,1701,MIDDLESEX,SG,Yes
TROPICAL DIMENSION FOOD STORE,1262,CAMBRIDGE STREET,1262 CAMBRIDGE STREET,CAMBRIDGE,MA,2139,MIDDLESEX,CS,Yes
CVS PHARMACY 1024,1266,COMMONWEALTH AVE,1266 COMMONWEALTH AVE,ALLSTON,MA,2134,SUFFOLK,CO,Yes
ZAMZAM FOODS,1275,PROVIDENCE HWY,1275 PROVIDENCE HWY,NORWOOD,MA,2062,NORFOLK,SG,Yes
DE MELLO'S PRODUCE MARKET INC,1275,COVE ROAD,1275 COVE ROAD,NEW BEDFORD,MA,2744,BRISTOL,MG,Yes
STOP & SHOP 080,1277,LIBERTY STREET,1277 LIBERTY STREET,E SPRINGFIELD,MA,1104,HAMPDEN,SM,Yes
White Hen Pantry 1-8803-9,1280,Grafton St,1280 Grafton St,Worcester,MA,1604,WORCESTER,CS,Yes
ECONO MART,1280,LAWRENCE ST,1280 LAWRENCE ST,LOWELL,MA,1852,MIDDLESEX,CS,Yes
STOP & SHOP 782,1282,SPRINGFIELD STREET,1282 SPRINGFIELD STREET,AGAWAM,MA,1030,HAMPDEN,SM,Yes
Lirianos Market,1286,Blue Hill Ave,1286 Blue Hill Ave,Mattapan,MA,2126,SUFFOLK,MG,Yes
One Stop Convenience,1288,Pleasant St,1288 Pleasant St,Fall River,MA,2723,BRISTOL,SG,Yes
KOFFEE KUP BAKERY,1293,LIBERTY STREET,1293 LIBERTY STREET,SPRINGFIELD,MA,1104,HAMPDEN,MG,Yes
BROCKTON FOOD MART,1293,MAIN ST,1293 MAIN ST,BROCKTON,MA,2301,PLYMOUTH,CS,Yes
GARCIAS MARKET & DELI,1295,WORCESTER ST,1295 WORCESTER ST,INDIAN ORCHARD,MA,1151,HAMPDEN,SG,Yes
BROOKS PHARMACY 530,1295,BOYLSTON ST,1295 BOYLSTON ST,BOSTON,MA,2215,SUFFOLK,CO,Yes
CUMBERLAND FARMS 2262,1297,RT 28,1297 RT 28,S YARMOUTH,MA,2664,BARNSTABLE,CS,Yes
ORTIZ GROCERY,1300,BLUE HILL AVE,1300 BLUE HILL AVE,MATTAPAN,MA,2126,SUFFOLK,SG,Yes
CHARLIES CORNER STORE,1300,GORHAM ST,1300 GORHAM ST,LOWELL,MA,1852,MIDDLESEX,CS,Yes
VILLAGE VARIETY STORE,1301,PAWTUCKET BLVD,1301 PAWTUCKET BLVD,LOWELL,MA,1854,MIDDLESEX,SG,Yes
New Delhi Market,1305,Broadway,1305 Broadway,Somerville,MA,2144,MIDDLESEX,CS,Yes
Pleasant Market,1305,Pleasant St,1305 Pleasant St,E Weymouth,MA,2189,NORFOLK,CS,Yes
TRUONG THINH II MARKET,1305,DORCHESTER AVE.,1305 DORCHESTER AVE.,DORCHESTER,MA,2122,SUFFOLK,LG,Yes
7 Eleven 33425A,1306,Washington St,1306 Washington St,Boston,MA,2118,SUFFOLK,CS,Yes
McGills Deli,1317,Main St,1317 Main St,Wakefield,MA,1880,MIDDLESEX,SG,Yes
TRADER JOE'S 501,1317,BEACON STREET,1317 BEACON STREET,BROOKLINE,MA,2446,NORFOLK,SM,Yes
WHITE HEN 1-9201-4,1326,MAIN ST,1326 MAIN ST,WORCESTER,MA,1603,WORCESTER,CS,Yes
QUICK PIC CONVENIENCE STORE,1343,CAREW ST,1343 CAREW ST,SPRINGFIELD,MA,1104,HAMPDEN,CS,Yes
INMAN SQUARE SUPERMARKET,1343,CAMBRIDGE STREET,1343 CAMBRIDGE STREET,CAMBRIDGE,MA,2139,MIDDLESEX,CS,Yes
J & J MARKET & DELI,1344,DWIGHT ST,1344 DWIGHT ST,SPRINGFIELD,MA,1107,HAMPDEN,CS,Yes
LOWELL MINI MART,1350,GORHAM STREET,1350 GORHAM STREET,LOWELL,MA,1852,MIDDLESEX,CS,Yes
MACS COVENIENCE STORE,1350,MIDDLESEX ST,1350 MIDDLESEX ST,LOWELL,MA,1851,MIDDLESEX,CS,Yes
QUALITY MART,1352,ALLEN ST,1352 ALLEN ST,SPRINGFIELD,MA,1118,HAMPDEN,CS,Yes
CHRISTYS OF CAPE COD LLC 620,1353,MAIN ST,1353 MAIN ST,SOUTH YARMOUTH,MA,2664,BARNSTABLE,CS,Yes
BLUE HILL STAR,1366,BLUE HILL AVE,1366 BLUE HILL AVE,MATTAPAN,MA,2126,SUFFOLK,SG,Yes
CIVIC CENTER CONVENIENCE,1369,MAIN ST,1369 MAIN ST,SPRINGFIELD,MA,1103,HAMPDEN,CS,Yes
FRIENDLY VARIETY STORE,1373,DWIGHT ST,1373 DWIGHT ST,HOLYOKE,MA,1040,HAMPDEN,SG,Yes
SHAW'S SUPERMARKET 7579/541,1377,HYDE PARK AVE,1377 HYDE PARK AVE,HYDE PARK,MA,2136,SUFFOLK,SS,Yes
BROOKS #884 PHARMACY 884,1383,COVE ROAD,1383 COVE ROAD,NEW BEDFORD,MA,2744,BRISTOL,CO,Yes
7-ELEVEN 32439B,1389,PHILLIPS RD,1389 PHILLIPS RD,NEW BEDFORD,MA,2745,BRISTOL,CS,Yes
"MORSE FISH CO. INC.,",1401,WASHINGTON STREET,1401 WASHINGTON STREET,BOSTON,MA,2118,SUFFOLK,CS,Yes
MULDOON'S MINI-MART INC,1411,PHILLIPS ROAD,1411 PHILLIPS ROAD,NEW BEDFORD,MA,2745,BRISTOL,CS,Yes
SUPER STOP & SHOP 418,1415,BOSTON ROAD,1415 BOSTON ROAD,NORWOOD,MA,2062,NORFOLK,SM,Yes
Store 24,1420,Dorchester Ave,1420 Dorchester Ave,Dorchester,MA,2122,SUFFOLK,CS,Yes
FOODIE'S URBAN MARKET,1421,WASHINGTON STREET,1421 WASHINGTON STREET,BROSTON,MA,2118,SUFFOLK,LG,Yes
WALGREENS 03112,1425,MASSACHUSETTS AVE,1425 MASSACHUSETTS AVE,ARLINGTON,MA,2476,MIDDLESEX,CO,Yes
TRADER JOE'S 505,1427,MASSACHUSETTS AVE,1427 MASSACHUSETTS AVE,ARLINGTON,MA,2476,MIDDLESEX,SM,Yes
BAZAAR,1432,BEACON STREET,1432 BEACON STREET,BROOKLINE,MA,2446,NORFOLK,LG,Yes
AMIGOS MARKET,1436,ACUSHNET AV,1436 ACUSHNET AV,NEW BEDFORD,MA,2746,BRISTOL,CS,Yes
UNION FRUIT MARKET #2,1437,ACUSHNET AVE,1437 ACUSHNET AVE,NEW BEDFORD,MA,2746,BRISTOL,MG,Yes
Father & Son Market,1437,Commonwealth Ave,1437 Commonwealth Ave,Brighton,MA,2135,SUFFOLK,MG,Yes
WALGREENS 05445,1440,BOSTON RD,1440 BOSTON RD,SPRINGFIELD,MA,1129,HAMPDEN,CO,Yes
7 ELEVEN 33577A,1441,BEACON ST,1441 BEACON ST,BROOKLINE,MA,2445,NORFOLK,CS,Yes
7-ELEVEN #33200B,1442,GRAFTON ST,1442 GRAFTON ST,WORCESTER,MA,1604,WORCESTER,CS,Yes
